c53e d755
7b24 2d8a
4592 2eda
d0e0 0021
331a 8e43
8d83 556b
f2c5 59b5
fcc6 6330
2369 be4a
3033 b355
c8be 8d61
9a70 7ae3
565b bf79
466d 7790
93ea c556
56a9 91f9
cb10 7ef0
a152 7a52
31a5 5d93
6cbd e135
1d30 2224
cc9b 972b
12dc 808c
f0ec 307c
1eac 2424
b22f d24b
f437 52df
07b0 cb47
6e4f 7361
5b1f 1e08
914f c895
ff08 3c87
b5fd a787
c329 5354
dd33 f2ce
f008 9b83
4a13 08b3
f93b c813
89df c780
b16a 1968
a73f 2d11
452d 65a8
87e2 b94e
4a92 161b
0881 5730
49a5 44f5
eb25 0a4f
9367 b087
0f7b 694a
047e f5dd
685a 2c4f
e675 7e77
7b66 2e9f
8d4a 3208
1f1b 0a62
baa1 d8e1
f726 1292
f782 9fe5
f455 3b75
c1f2 c422
d182 d8a1
6a5d b48c
e109 4a17
21cf 9e41
82da 7c9a
8088 4484
d8f2 8b7f
21c4 7a0c
58bc 4088
52fc f55c
da92 05b2
44e7 0d4f
fe38 9568
23e5 c1ff
fd3d a01a
95d5 9953
a122 4073
a431 5d68
f1f2 14d6
3375 557a
bc72 d4d5
dde0 81be
ad4c a9c5
bc41 1a78
94fc 3fbd
5dd2 7570
4b97 17aa
e7f9 41f8
5a0b aa1a
111e 1138
2dcd 6514
44a3 8502
62ba 1e6f
faac fb51
6548 aecb
c0ed be77
fc69 8d75
dd16 cd16
228f 3742
9261 6752
2c59 09a4
0d96 a40e
ca8b 60b6
816f 6e33
20e1 9958
e10a 313f
9de9 faf4
aadf f00b
6ac0 ee88
923e 90fb
12ea b391
a552 9862
e1bf aa1d
ed7b dbf4
6112 3697
21b6 10fb
05bb a06f
fbd1 fe8b
d400 8fd2
46ff 9f67
cff2 6995
8770 b2e5
9c75 8df8
3405 6903
b2f0 c320
730b 726d
e5d0 1fb2
515a a61b
99e1 df6d
854d 75ef
5670 6d86
89ac c994
6560 d251
d5e8 4454
1a43 2e9c
bd1b e895
c1bc 2e2f
027e 7e57
7caa c263
d2a1 3b76
e379 955a
9f95 0bc7
d500 244f
a185 5f12
7ee2 9c85
14e2 9ed6
3e23 d8e4
4f27 bcf9
7114 2ba0
c3b5 1547
3f29 aa16
bf07 9507
c28c 700a
6c1d 5d72
4737 c501
9af5 e4fa
97e0 df6f
36dc aad6
6372 b5c9
92b5 ea3b
fba9 dfa0
52bd cc80
f039 996d
a1d5 aa18
4d30 4d25
b32b 6d93
a682 0e65
2d2c 3a0b
f971 9912
db0c 5d12
9216 6964
4a98 e797
033d 2092
bc34 12a9
25ef 3864
a036 43e4
9a90 fa1c
6dbb e014
62ff 26cd
8234 8db6
2b16 a55c
6f18 ce69
8b65 a81f
5e31 9039
5bd3 7ab0
9ed5 bd82
f9d6 e16c
4e30 7579
d113 c462
f582 200e
a439 288b
c67e a5b5
8fde e9b6
234d 2574
b40d fdfc
8d01 6ca8
5667 ef24
ebf1 dccd
841f 3da9
9255 af76
d853 71af
3853 bc09
41fe 45c9
e5f8 d4f7
9f06 de79
fdee c0fe
14f8 ea2e
e875 8bad
11a3 675e
f36c ed89
3157 50f5
3d99 516b
390b 916e
97ab 4294
6b48 d260
f4e1 f9e8
ab03 a2eb
11e8 a111
a352 198d
447f fbdc
2249 c6c7
e507 689b
f937 4afa
d5a0 7e2b
e7d4 1f15
e65e 07e6
39c5 81e2
ac0e 6bac
5adc c94c
b626 3ffa
5afa 3411
2438 d8f4
0120 3659
9a21 651b
ba41 f012
3984 7f07
8905 f599
d891 0126
b7e3 13a1
9f69 8ed3
0f14 7877
7f63 c54b
2804 12e6
8a9c 21bb
3003 e16b
156e 608e
a802 2ce6
f506 3070
8121 d9d6
7aef a7fc
22b1 8207
8b54 fd92
e1b2 fb46
994d 5cc5
ff76 cb1d
087e a396
b5de ba24
97fc 1181
507c 0585
f280 716e
6c13 e87f
1de3 27b6
6a73 a071
8913 ef37
5588 f8c4
dfea cc6a
a3cf 73b8
c483 64a0
d1bb 4ab7
fd8b 21fb
877a 145a
65ee 79ab
6288 8359
efd5 523b
ca20 9a23
1df6 4a79
71a2 0f17
cfdc 7dca
3692 7a79
57ea 69d8
5020 2c9b
2ae6 68d0
2869 5ea0
d93c 1a35
c524 e602
d0eb 6786
7b53 1ba8
2300 5c80
0b17 3aa8
d4c2 2fd8
31e1 0d9c
80c7 a1e4
2635 f395
f62f 7c41
c326 6a46
9428 c036
9f2f df12
ddb2 7de6
0e0f 0299
dbf7 25b1
e9d3 ecab
22c3 eda2
7f61 2c1c
55e8 857b
ca97 652e
1f35 6dd5
faa1 dbd6
365e eab7
66e2 ccf9
8c5c b6e2
2e34 96f7
f6a2 f40b
cb8c 033e
72e3 868b
6b90 abf7
c460 7533
41b0 7bc5
0c7b b0ca
0d02 36eb
ce45 ec9e
95b7 a923
9b71 9ef8
4f67 e49a
6b13 bf7e
cf97 7131
5f70 b55e
00a4 9a21
800a 1ab6
8231 5c86
c64e 06a6
3021 c509
c17a 8dd4
c2b9 8ea6
00af fd18
0421 8e53
5bf1 a771
1619 e563
fa5d 1636
4f34 a505
eb43 3b99
102c 103f
ee4a 7780
b33c c81a
cd4b 0f04
d86e 76a8
5cec e53d
b314 0689
9818 cabe
9858 d27c
9f96 0371
6abf 9502
0b1b 2be4
0004 5dda
6409 7ca1
ff57 9555
7cf5 a031
3acd 992e
a652 83b2
193c 61fc
bec8 743f
ef22 6fc8
f903 d04b
d1fa 2902
0f9b 528c
1fdc 3724
e442 5de5
9bdc 8df1
bc16 1d5b
0c1f d8e9
17ef c5fb
d0b8 fa31
085f eb95
589f c82f
b957 ee51
f4a9 dde3
6947 1920
6618 0e41
d675 95e5
550c c657
6f27 e341
29dc 1128
5b20 47f2
e6bf 0e35
f5a1 a15e
fd02 7c86
9e71 1876
52f7 413e
f411 cf21
beea f66b
f897 2213
8560 dbda
74a2 8ce0
75f3 cde5
c747 3079
58db c208
83e1 5754
b847 0d6c
1fb8 ed7c
efad a06a
a213 cdda
2d8d 11a7
64d3 0b1c
6d29 b5e7
1a58 2199
999e 34de
2cd5 697c
3b9b d701
6321 0722
8c3d f55b
9f35 782a
4966 9dab
17b9 1175
6e4c a7ed
84ec 9cf5
18b3 4110
80d7 d29c
4cae fd1c
b566 0c2f
cb65 218a
8dd7 31cc
0254 b101
309a b954
0e95 6cc8
6ad2 92ae
032a 5c8b
7679 1f74
3b35 f9a9
8d36 bcf5
05e9 7ac6
65cd 9fdf
46ac 3ddc
e0d9 de9b
2d83 f933
0bd2 2389
ad2a 5072
4790 8752
ff45 6fcb
93f9 a452
bade 7bce
3792 0de0
12a6 ace5
0840 cccf
24a6 7a4c
a6a5 26ea
8028 10da
611f 1c78
7701 1da7
1f9c 682d
589f a582
e13e b24b
8d1f 31ab
4997 09f4
04b3 3702
67ef 4370
6277 f00f
e90b 8b87
88ba a265
0310 9103
dc8d a905
115c 8a9b
d477 fcae
8407 b634
3440 9f4b
d6dd 9fcd
5eed 66bf
836b 1852
2128 b505
3847 6ef9
71b8 c46f
2f9d 77ff
d8c4 2d85
ea0b 1837
d6df 9aef
5242 11d5
d56e 9144
d5e5 9042
a835 5dd1
4457 6207
eead 9820
f7aa b20e
0d3a 7d82
6e56 d3a9
2524 c5c0
12f0 1763
6d32 f591
61d6 b87e
ea49 1da9
9c44 f402
bfea 71bd
6ba9 1937
63bd ee88
80c1 c3a6
7d09 45b8
e3fe e2a1
d721 665c
c28c ca6c
b8ba a1d9
93fc d4a6
d7f3 16a5
5dc6 d393
cf00 a391
5ad1 0bae
bbff ac52
c84b 1807
dd9b 3023
e54f d804
33b8 9693
409f d553
7d8c 31d8
f3ac d790
58ad fb46
f382 b385
9b15 18c3
4c13 78ec
565c 45e8
636d 0f1a
7aad 7e1c
eb79 dd88
abd3 6365
56cc c8a7
8458 d1d8
c2ad f825
f54d 0003
92fc 2415
4ccb 133f
830f ebef
83b7 21a5
2ad2 b482
e2b0 27ce
08ea 85d9
1348 3d0e
473f fbda
0d75 ed93
d1b9 01fc
70c0 5ba7
4d8c 91b2
2aae 6b7d
27fe 45e0
2306 64c9
ec45 896f
3698 4025
d44f a851
03af 5993
fb1b 64eb
7e23 00d3
4f14 a34b
4c59 0d90
084a 30ae
5522 3587
eaec 24fa
054f 0a32
c103 6c79
939a d337
31ae fa00
b759 4ca2
9067 2152
9e28 fd54
d58c f9e0
0fb7 956c
48ed c15c
ff9d 8de7
ceed c798
3b5b 9c38
52d9 2a67
7aad 48f7
706b 73b5
b7ca 206d
d70e 965a
2908 7667
60b5 2288
71ab d61d
1558 ba56
9e7a 224d
e270 d78b
cec3 dc81
e311 18da
9e3b 6560
7df0 6191
b881 8f9b
259c 76c8
20cf 2f11
b744 3e48
ffb9 5812
0f2a 0f0c
6482 561c
2fc8 455e
7829 cc3d
d5cb 25e7
7605 1bfd
753b 3872
623e e7a3
5dce af00
d806 ea72
ed1a 4aa5
8be0 5e1b
0d81 a703
810c bad7
646c 4b1d
036b f2cc
02df 8c64
64ac 9f58
4fe4 b318
4cf4 c449
9a34 1e7a
24ae f296
ba8a 3d32
1c73 c041
812c 015a
dd3e 1e72
3fd9 66f5
1acf f830
5730 f2ca
8b7c 683d
f712 12d5
e00f 638d
7c36 36bb
68d9 7e19
d1e1 4c99
7da5 8f63
4386 16b4
30e3 86fa
fe16 48ea
7605 7bed
bea4 3faf
411c 2e3d
efd5 1197
2fb6 d9d2
fe0f 7ec1
e1c2 fba2
c908 89a4
07b7 f069
2721 f04e
1f7e a174
d95a b2cb
7673 18e1
8be2 8bfd
4bc9 d5ae
973d bfe9
a9a2 3e20
69d7 15a8
7411 b441
